Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
o-two-o-12colors-best-sale-hot-cosmetics-makeup-lip-gloss-long-lasting-waterproof,o-two-o-12colors-best-sale-hot-cosmetics-makeup-lip-gloss-long-lasting,o-two-o-12colors-best-sale-hot-cosmetics-makeup-lip-gloss-long-lasting-waterproof,,,,,,,10,,,,,,,,B6D7B869396E4DDE87598833F82B9848,100.0,shopify,continue,manual,16.37,20.95,true,true,,,,,,,,,,o-two-o-12colors-best-sale-hot-cosmetics-makeup-lip-gloss-long-lasting,o-two-o-12colors-best-sale-hot-cosmetics-makeup-lip-gloss-long-lasting-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.73,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moisturizer-lipsticks-l501,Menow Brand 8 colors Lip Gloss Palette Makeup Waterproof Lasting Moist,"Product Description Brand Name: Menow Model Number: L501 Colors: 8 Colors/Palette Certification: ISO22719/GMPC Product size: 11 * 6.5 * 1.8 (cm) Net Content: 0.5g*8 Product weight: 75g Packaging Details: 1pc/box, 2doz/middle box, 24doz/ctn",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,A,,,,,,,,8574197A1E0D4C369B98C7ABDBA0EE66,50.0,shopify,continue,manual,15.55,19.90,true,true,,,,,,,,,false,Menow Brand 8 colors Lip Gloss Palette Makeup Waterproof Lasting Moist,Product Description Brand Name: Menow Model Number: L501 Colors: 8 Colors/Palette Certification: ISO22719/GMPC Product size: 11 * 6.5 * 1.8 (cm) Net Content: 0.,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,active,beauty,lipstick,,,,,,stick,[],,commercial,0,0,60,100,0.9,0.9,beauty,lipstick
menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moisturizer-lipsticks-l501,menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moist,menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moisturizer-lipsticks-l501,,,,,,,B,,,,,,,,7EEBC9D1C09844B2A5F6DA74CE78386C,50.0,shopify,continue,manual,15.55,19.90,true,true,,,,,,,,,,menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moist,menow-brand-8-colors-lip-gloss-palette-makeup-waterproof-lasting-moisturizer-lipsticks-l501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
m-n-menow-mascara-with-2pcs-eyebrow-pencil-longwearing-cosmetics-3d-fiber-lashes-lengthening,M.n Menow Mascara with 2pcs Eyebrow Pencil Longwearing Cosmetics 3D Fi,"Features: Brand New and High Quality Portable size, easy to carry. A powerful mascara for striking effects. Creates exceptional long, thick &amp; curly lashes. No pulling, tugging or tearing when applied. Long wearing for smudge, flake, smear resistant. Features an arched wand that lifts each single lash. 2 Perfect Eyeliner Pencils for free (Brown+ Black): Smoother, more even, effortless application. How to use: 1. Curl your eyelashes 2. Add a layer of mascara. Hold applicator so inside curve of brush lines up with base of lashes. 3. Apply second coat to get a fuller and longer eyelashes looking if desired. 4. Quickly dry and your beautiful long thick curly eye lashes make up finished. Package: 1*10ml Mascara+ 2 Eyeliners",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,black,,,,,,,,320B380B1C894643B49BA1B732198FAB,100.0,shopify,continue,manual,13.57,17.37,true,true,,,,,,,,,false,M.n Menow Mascara with 2pcs Eyebrow Pencil Longwearing Cosmetics 3D Fi,"Features: Brand New and High Quality Portable size, easy to carry. A powerful mascara for striking effects. Creates exceptional long, thick &amp; curly lashes. ",,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.46,active,home,coat,Runway Muse,,winter,sensual,,table,[],Runway Muse,cinematic,0,0,60,100,0.9,0.9,home,coat
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,O.TWO.O 12 Colors Lipstick Matte Lipsticker Long-lasting Easy to Wear ,"Velvet Matte, Highly saturated, Easy to wear; Long-lasting and moisturizing formula; Anti ageing complex and UV filter for optimum protection; Diamond appearance and gold color make it looks elegant and high grade. Detail: Brand: O.TWO.O Net Weight: 0.11oz/3.5g Package Weight: 29g Size: 2.5cm*2.5cm*7.5cm Color: 12 Matte Colors How to use: Depending upon how it's applied, this versatile formula goes from providing full coverage to creating a stained lip. Package Content: 1* Matte lipstick(with box) Notes： 1. Please be kindly informed that colors of the item you receive might be slightly different from pictures on the item page. Please kindly understand that pictures are only for your reference and we should make the color of the actual product as standard. 2. Please do not for purposes other than makeup. 3. Please do not put in direct sunlight or temperature is too high or too low. 4. Keep out of the reach of kids.",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,01,,,,,,,,E16DB086FAE64E01901009FEA7D0C338,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,false,O.TWO.O 12 Colors Lipstick Matte Lipsticker Long-lasting Easy to Wear ,"Velvet Matte, Highly saturated, Easy to wear; Long-lasting and moisturizing formula; Anti ageing complex and UV filter for optimum protection; Diamond appearanc",,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,active,beauty,accessory,Classic Strategist,plush comfort,summer,sensual,velvet,stick,['matte finish'],Classic Strategist,commercial,0,0,60,100,0.9,0.9,beauty,accessory
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,02,,,,,,,,825DED2FA9E64EDF9F481BDF28D65CEF,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,03,,,,,,,,2935FCBDD8D84CDFB5E06DC7E41E2FF5,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,04,,,,,,,,D2E944B50F234CF59BBB403311AF2ED3,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,05,,,,,,,,B9E6503A3E1243D89DF9AFB39DC17FB9,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,06,,,,,,,,64D47162FCCB404784A608522ED0C07B,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,07,,,,,,,,33A5AF952A3C47339F1E97DF50434659,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,08,,,,,,,,C2BBC941F24D426C8E42DD38079463A7,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,09,,,,,,,,712652FB46CE497C8DE73A1D0B91DDAE,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,10,,,,,,,,1460DF3B28FC481DA74AA44DBC55B41C,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,11,,,,,,,,000C2EE26A0E4CAD85575B4B04D498F1,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,12,,,,,,,,26467B233A9A4C8E88718F362C2909CC,80.0,shopify,continue,manual,15.33,19.62,true,true,,,,,,,,,,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-,o-two-o-12-colors-lipstick-matte-lipsticker-long-lasting-easy-to-wear-waterproof-baby-lip-balm-nude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.54,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-24k-rose-gold-elixir-skin-make-up-oil-for-face-essential-oil-before-primer-foundation-oil-anti-aging,O.TWO.O 24k Rose Gold Elixir Skin Make Up Oil For Face Essential Oil B,"Detail: Brand:O.TWO.O Weight:15ml Package:1*bottle Make Up oil with box HOW TO USE Shake well Essential Oil before use,apply to face and neck,morning night for best results. Essential Oil Daily Moisturizer This beauty oil is an effective lightweight moisturizer with added anti-aging benefits for all skin types. Use the Rose Gold Elixir as a daily moisturizer, to keep your skin healthy and hydrated. The pure 24k Gold flakes absorb right into your skin, leaving your skin glowing and naturally radiant. The base of this luxurious Elixir is Rosehip seed oil. Rosehip seed is made up of 77% fatty acids -- high in linoleic and linolenic acids, vitamin C, and vitamin A -- all essential for skin health. Rosehips have been found to regenerate tissue and reduce the appearance of fine lines, hyperpigmentation, and stretch marks. Essential Oil Hydrating Lips It can be used to hydrate lips before applying lipstick. The Rose Gold Elixir effectively keep lips from drying out, especially when using liquid/matte lipsticks, without affecting the finish. TIP: Make sure to let the drops absorb into the lips before applying lipstick. Essential Oil Mix With Foundation Use 1-3 drops to mix with your favorite foundation to keep your skin hydrated and glowing. Essential Oil Revive Dried Cream Products Sometimes cream products can tend to dry out. Instead of throwing them away, just add 1-3 drops to your favorite cream concealer, contour, highlight, or brow pomade, to bring them back to life! TIP: Essential Oil APPLICATION WITH A BEAUTY SPONGE OR BRUSH Start by dotting your foundation onto your skin first, then apply 1-2 drops on a damp beauty sponge (or brush) to blend in your foundation for a glowing finish. For those with dry under eyes (or requiring extra hydration), you can also use with concealer and contour. First apply concealer under eyes, followed by cream contour. Then apply 2 drops of Rose Gold Elixir to a damp beauty sponge (or brush) and blend in. This makes blending easier, while the 24k Gold helps achieve that radiant glow!",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,Default Title,,,,,,,,5F618DBD2123416695AE79BAA4AAF24E,120.0,shopify,continue,manual,15.36,19.66,true,true,,,,,,,,,false,O.TWO.O 24k Rose Gold Elixir Skin Make Up Oil For Face Essential Oil B,"Detail: Brand:O.TWO.O Weight:15ml Package:1*bottle Make Up oil with box HOW TO USE Shake well Essential Oil before use,apply to face and neck,morning night for ",,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.00,active,beauty,accessory,Ethereal Siren,soft glam,spring,luminous,cream,stick,"['matte finish', 'radiant finish']",Ethereal Siren,commercial,0,0,60,100,0.9,0.9,beauty,accessory
o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,O.TWO.O Full Cover Concealer cream Makeup Primer Cover Pore Wrinkle Fo,"st Features: Our highest coverage concealer makes imperfections disappear. Lightweight,yet concentrated.Covers even the darkest imperfections. Stubborn spots,blemishes,scars and more. Minimizes the look of lines,wrinkles.Helps prevent dark spots.Won't cake,streak or settle into fine lines and pores. Oil -controlling for up o 4hours.Water,perspiration and humidity-resistant. Detail: Brand: O.TWO.O Net Weight: 7g/0.23oz Package Weight: 36g Package Content: 1* Cover Concealer (with box) Notes： 1. Please be kindly informed that colors of the item you receive might be slightly different from pictures on the item page. Please kindly understand that pictures are only for your reference and we should make the color of the actual product as standard. 2. Please do not for purposes other than makeup. 3. Please do not put in direct sunlight or temperature is too high or too low. 4. Keep out of the reach of kids.",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,2.0,,,,,,,,F6F97846CBCB474090619A3146BBCA42,120.0,shopify,continue,manual,14.96,19.15,true,true,,,,,,,,,false,O.TWO.O Full Cover Concealer cream Makeup Primer Cover Pore Wrinkle Fo,"st Features: Our highest coverage concealer makes imperfections disappear. Lightweight,yet concentrated.Covers even the darkest imperfections. Stubborn spots,bl",,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.82,active,beauty,two-piece set,Ethereal Siren,,spring,,cream,,[],Ethereal Siren,commercial,0,0,60,100,0.9,0.9,beauty,two-piece set
o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-fo,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,,,,,,,3.0,,,,,,,,BFAD0E4589A44BDDAEB1B362E8D4E4F2,120.0,shopify,continue,manual,14.96,19.15,true,true,,,,,,,,,,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-fo,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.82,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-fo,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,,,,,,,5.0,,,,,,,,5F2F743314084220A23FBB870400D72A,120.0,shopify,continue,manual,14.96,19.15,true,true,,,,,,,,,,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-fo,o-two-o-full-cover-concealer-cream-makeup-primer-cover-pore-wrinkle-foundation-base-lasting-oil-control-cream-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.82,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-super-soft-super-seal-cosmetic-brush,Multifunctional Neck Body Powder Powder Blush Foreign Trade Sales Supe,Material: Nylon Brush handle material: plastic Brush handle specification: Portable Wool length specification: 3.5cm Total length specification: 9cm Applicable population: General,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Style,Electroplated Handle,,,,,,,,C597410A4FEA49BC804D968B7CF4CD57,100.0,shopify,continue,manual,18.59,23.80,true,true,,,,,,,,,false,Multifunctional Neck Body Powder Powder Blush Foreign Trade Sales Supe,Material: Nylon Brush handle material: plastic Brush handle specification: Portable Wool length specification: 3.5cm Total length specification: 9cm Applicable ,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,5.09,active,home,blush,Romantic Visionary,romantic revival,winter,romantic,wool,table,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,home,blush
multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-super-soft-super-seal-cosmetic-brush,multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-supe,multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-super-soft-super-seal-cosmetic-brush,,,,,,,Rubber Handle,,,,,,,,400F185DEFD04BDCAC951CCE920AFA9F,100.0,shopify,continue,manual,18.59,23.80,true,true,,,,,,,,,,multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-supe,multifunctional-neck-body-powder-powder-blush-foreign-trade-sales-super-soft-super-seal-cosmetic-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,5.09,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,O.TWO.O Brand Wholesale Beauty Makeup Lipstick Popular Colors Best Sel,"Detail: Brand: O.TWO.O Net Weight: 0.11oz/3.5g Package Weight: 18g Color: 20 Matte Colors Artist Tips: An easy way to apply a Matte Lipstick is to apply it from the center of the lips and move outwards, then fill in the edges with lip liner moving from the corners to the center of the lips. Both lipstick and lip liner will glide on easily for a smooth, matte finish. Package Content: 1* Matte lipstick(with box) Notes: 1. Please be kindly informed that colors of the item you receive might be slightly different from pictures on the item page. Please kindly understand that pictures are only for your reference and we should make the color of the actual product as standard. 2. Please do not put in direct sunlight or temperature is too high or too low.",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,01,,,,,,,,B952362EC3BE4439B1D9EB146222AA93,70.0,shopify,continue,manual,14.26,18.25,true,true,,,,,,,,,false,O.TWO.O Brand Wholesale Beauty Makeup Lipstick Popular Colors Best Sel,Detail: Brand: O.TWO.O Net Weight: 0.11oz/3.5g Package Weight: 18g Color: 20 Matte Colors Artist Tips: An easy way to apply a Matte Lipstick is to apply it from,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.19,active,beauty,accessory,Soft Minimalist,,summer,,,stick,['matte finish'],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,beauty,accessory
o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-sel,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,,,,,,,02,,,,,,,,AE774A4759C242059EA0ED7900E2B31B,70.0,shopify,continue,manual,14.26,18.25,true,true,,,,,,,,,,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-sel,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.19,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-sel,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,,,,,,,09,,,,,,,,72D8BAA64E3B49CC91F9CD042FF23B27,70.0,shopify,continue,manual,14.26,18.25,true,true,,,,,,,,,,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-sel,o-two-o-brand-wholesale-beauty-makeup-lipstick-popular-colors-best-seller-long-lasting-lip-kit-matte-lip-cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.19,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
